,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
4999,Bartlett,4953,Valid,"Iron, IIIAB",8590.0,Found,1938.0,30.83333,-97.5,"(30.833330, -97.500000)"
5001,Barwise,4955,Valid,H5,10400.0,Found,1950.0,34.0,-101.5,"(34.000000, -101.500000)"
5006,Bates Nunataks 00304,4962,Valid,L6,709.0,Found,2000.0,-80.25,153.5,"(-80.250000, 153.500000)"
5014,Bates Nunataks A78002,4970,Valid,L6,4301.0,Found,1978.0,-80.25,153.5,"(-80.250000, 153.500000)"
5015,Bates Nunataks A78004,4971,Valid,LL6,1079.0,Found,1978.0,-80.25,153.5,"(-80.250000, 153.500000)"
5017,Batesland,4973,Valid,H5,2500.0,Found,1961.0,43.13333,-102.1,"(43.133330, -102.100000)"
5018,Batyushkovo,51586,Valid,L5,4620.0,Found,2007.0,55.54867,35.2995,"(55.548670, 35.299500)"
5019,Bayard,4978,Valid,L5,75000.0,Found,1982.0,41.81667,-103.36667,"(41.816670, -103.366670)"
5020,Baygorria,4980,Valid,"Iron, IAB complex",80000.0,Found,1994.0,-33.0,-56.0,"(-33.000000, -56.000000)"
5021,Bealiba,4981,Valid,L6,652.0,Found,1950.0,-36.8,143.55,"(-36.800000, 143.550000)"
5022,Bear Creek,4982,Valid,"Iron, IIIAB",227000.0,Found,1866.0,39.6,-105.3,"(39.600000, -105.300000)"
5023,Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,1931.0,44.5,-104.2,"(44.500000, -104.200000)"
5024,Beaver,4985,Valid,L5,25628.0,Found,1940.0,36.8,-100.53333,"(36.800000, -100.533330)"
5025,Beaver-Harrison,4987,Valid,L6,925.0,Found,1979.0,38.48417,-113.13639,"(38.484170, -113.136390)"
5026,Bechar 001,4988,Valid,L6,39000.0,Found,1998.0,30.83333,-3.33333,"(30.833330, -3.333330)"
5027,Bechar 002,4989,Valid,H6,12000.0,Found,1998.0,30.83333,-3.33333,"(30.833330, -3.333330)"
5030,Beeler,4994,Valid,LL6,11620.0,Found,1924.0,38.53333,-100.21667,"(38.533330, -100.216670)"
5031,Beenham,4995,Valid,L5,44400.0,Found,1937.0,36.21667,-103.65,"(36.216670, -103.650000)"
5036,Belgica 7904,5001,Valid,C2-ung,1234.0,Found,1979.0,-72.58333,31.25,"(-72.583330, 31.250000)"
5038,Bella Roca,5003,Valid,"Iron, IIIAB",33000.0,Found,1888.0,24.9,-105.4,"(24.900000, -105.400000)"
5039,Belle Plaine,5004,Valid,L6,78800.0,Found,1950.0,37.31667,-97.25,"(37.316670, -97.250000)"
5040,Bellsbank,5006,Valid,"Iron, IIG",38000.0,Found,1955.0,-28.08333,24.08333,"(-28.083330, 24.083330)"
5041,Belly River,5007,Valid,H6,7900.0,Found,1943.0,49.5,-113.0,"(49.500000, -113.000000)"
5042,Belmont,5008,Valid,H6,25300.0,Found,1958.0,42.73333,-90.35,"(42.733330, -90.350000)"
5046,Bencubbin,5014,Valid,CBa,118000.0,Found,1930.0,-30.75,117.78333,"(-30.750000, 117.783330)"
5047,Bendegó,5015,Valid,"Iron, IC",5360000.0,Found,1784.0,-10.11667,-39.2,"(-10.116670, -39.200000)"
5048,Bendock,5016,Valid,Pallasite,27000.0,Found,1898.0,-37.15,148.91667,"(-37.150000, 148.916670)"
5049,Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,1970.0,41.0,-97.53333,"(41.000000, -97.533330)"
5053,Benjamin,5020,Valid,H4/5,51800.0,Found,1969.0,33.58333,-99.8,"(33.583330, -99.800000)"
5054,Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934.0,43.5,-101.25,"(43.500000, -101.250000)"
5055,Benthullen,5025,Valid,L6,17000.0,Found,1951.0,53.05,8.1,"(53.050000, 8.100000)"
5056,Berdyansk,5027,Valid,L6,2250.0,Found,1843.0,46.75,36.81667,"(46.750000, 36.816670)"
5057,Bernic Lake,54851,Valid,"Iron, IAB-MG",9162.0,Found,2002.0,50.43845,-95.52937,"(50.438450, -95.529370)"
5067,Big Rock Donga,5044,Valid,H6,19000.0,Found,1970.0,-30.55,130.96667,"(-30.550000, 130.966670)"
5068,Bilibino,5046,Valid,"Iron, IIAB",1000000.0,Found,1981.0,67.3,160.8,"(67.300000, 160.800000)"
5069,Billings,5047,Valid,"Iron, IIIAB",24500.0,Found,1903.0,37.06667,-93.55,"(37.066670, -93.550000)"
5070,Billygoat Donga,5048,Valid,L6,893.0,Found,1962.0,-30.13333,126.36667,"(-30.133330, 126.366670)"
5071,Binda,5049,Valid,Eucrite-cm,5400.0,Found,1912.0,-34.31667,149.38333,"(-34.316670, 149.383330)"
5072,Bingera,5050,Valid,"Iron, IIAB",10841.0,Found,1880.0,-29.88333,150.56667,"(-29.883330, 150.566670)"
5073,Binneringie,55546,Valid,H5,9056.0,Found,1946.0,-31.4875,122.12389,"(-31.487500, 122.123890)"
5074,Binya,5052,Valid,"Iron, IIIF",11300.0,Found,1981.0,-34.225,146.38167,"(-34.225000, 146.381670)"
5075,Bir Hadi,5053,Valid,H5,855.0,Found,1958.0,19.41667,51.03333,"(19.416670, 51.033330)"
5076,Bir Rebaa,5054,Valid,H6,7200.0,Found,1993.0,31.66667,8.41667,"(31.666670, 8.416670)"
5078,Bir Zar 001,48904,Valid,H6,627.0,Found,2008.0,31.481,9.84069,"(31.481000, 9.840690)"
5087,Bischtübe,5057,Valid,"Iron, IAB-sLL",48250.0,Found,1888.0,51.95,62.2,"(51.950000, 62.200000)"
5088,Bishop Canyon,5058,Valid,"Iron, IVA",8600.0,Found,1912.0,38.0,-108.5,"(38.000000, -108.500000)"
5089,Bison,5061,Valid,LL6,11000.0,Found,1958.0,38.30667,-99.71,"(38.306670, -99.710000)"
5090,Bitburg,5062,Valid,"Iron, IAB complex",1500000.0,Found,1805.0,49.96667,6.53333,"(49.966670, 6.533330)"
5091,Black Mountain,5066,Valid,"Iron, IAB-MG",800.0,Found,1839.0,35.58333,-82.35,"(35.583330, -82.350000)"
5093,Blackwater Draw,5067,Valid,H4,1500.0,Found,1979.0,34.20583,-103.22222,"(34.205830, -103.222220)"
5095,Blaine Lake,5070,Valid,L6,1896.4,Found,1974.0,52.77,-106.89667,"(52.770000, -106.896670)"
5097,Blanca Estela,45973,Valid,"Iron, IAB complex",15600.0,Found,2002.0,-25.0,-69.5,"(-25.000000, -69.500000)"
5098,Bledsoe,5074,Valid,H4,30500.0,Found,1970.0,33.59167,-103.02667,"(33.591670, -103.026670)"
5099,Blithfield,5075,Valid,EL6,1830.0,Found,1910.0,45.5,-77.0,"(45.500000, -77.000000)"
5101,Blue Tier,5077,Valid,Iron,1400.0,Found,1890.0,-41.18333,148.03333,"(-41.183330, 148.033330)"
5102,Bluebird,30445,Valid,L6,3650.0,Found,2002.0,35.8675,-114.19167,"(35.867500, -114.191670)"
5103,Bluewater,5078,Valid,"Iron, IIIAB",9540.0,Found,1946.0,35.26667,-107.96667,"(35.266670, -107.966670)"
5108,Bluewing 005,5083,Valid,L5,7200.0,Found,1999.0,40.28563,-118.94657,"(40.285630, -118.946570)"
5121,Bluff (a),5087,Valid,L5,153300.0,Found,1878.0,29.87861,-96.87222,"(29.878610, -96.872220)"
5122,Bluff (b),5088,Valid,L4,16000.0,Found,1917.0,29.86306,-96.92667,"(29.863060, -96.926670)"
5124,Boaz (stone),5091,Valid,H5,1800.0,Found,1968.0,33.65167,-103.70833,"(33.651670, -103.708330)"
5125,Bocaiuva,5092,Valid,"Iron, ungrouped",64000.0,Found,1965.0,-17.16667,-43.83333,"(-17.166670, -43.833330)"
5126,Bodaibo,5094,Valid,"Iron, IVA",15900.0,Found,1907.0,57.85,114.2,"(57.850000, 114.200000)"
5127,Boerne,5095,Valid,H6,1100.0,Found,1932.0,29.8,-98.8,"(29.800000, -98.800000)"
5128,Bogoslovka,5096,Valid,H5,2180.0,Found,1948.0,52.5,68.8,"(52.500000, 68.800000)"
5129,Bohumilitz,5099,Valid,"Iron, IAB-MG",59000.0,Found,1829.0,49.05,13.76667,"(49.050000, 13.766670)"
5130,Bolivia,5100,Valid,"Iron, IAB-MG",21250.0,Found,1896.0,,,
5131,Bolshaya Korta,5101,Valid,H5,1593.0,Found,1939.0,57.63333,83.36667,"(57.633330, 83.366670)"
5133,Bondoc,5103,Valid,Mesosiderite-B4,888600.0,Found,1956.0,13.51667,122.45,"(13.516670, 122.450000)"
5134,Bonita Springs,5104,Valid,H5,41800.0,Found,1938.0,26.26667,-81.75,"(26.266670, -81.750000)"
5137,Boogaldi,5107,Valid,"Iron, IVA",2000.0,Found,1900.0,-31.15,149.11667,"(-31.150000, 149.116670)"
5138,Boolka,5108,Valid,H5,12000.0,Found,1968.0,-30.06667,141.06667,"(-30.066670, 141.066670)"
5140,Borrego,5115,Valid,L6,2126.0,Found,1930.0,33.26667,-116.38333,"(33.266670, -116.383330)"
5142,Bou Azarif,53812,Valid,H5,100000.0,Found,2010.0,31.15643,-5.15262,"(31.156430, -5.152620)"
5145,Bou Kra 002,57216,Valid,L5,606.0,Found,2010.0,26.74853,-12.70978,"(26.748530, -12.709780)"
5149,Bouanane,52888,Valid,L6,1395.0,Found,2009.0,31.98333,-3.2,"(31.983330, -3.200000)"
5150,Boulder Mine,52852,Valid,L5,1560.0,Found,2008.0,34.685,-114.323,"(34.685000, -114.323000)"
5151,Bouri,47701,Valid,H4,9100.0,Found,1996.0,10.26667,40.56667,"(10.266670, 40.566670)"
5153,Bouvante,5120,Valid,Eucrite-mmict,8300.0,Found,1978.0,44.92222,5.26778,"(44.922220, 5.267780)"
5154,Bowden,5122,Valid,H5,603.0,Found,1907.0,-33.0,26.4,"(-33.000000, 26.400000)"
5156,Bowesmont,5124,Valid,L6,2270.0,Found,1962.0,48.68333,-97.16667,"(48.683330, -97.166670)"
5157,Bowesmont (b),5125,Valid,L5,1300.0,Found,1972.0,48.78333,-97.35,"(48.783330, -97.350000)"
5158,Boxhole,5126,Valid,"Iron, IIIAB",500000.0,Found,1937.0,-22.61667,135.2,"(-22.616670, 135.200000)"
5160,Brady,5129,Valid,L6,927.0,Found,1937.0,31.05,-99.46667,"(31.050000, -99.466670)"
5161,Brahin,5130,Valid,"Pallasite, PMG",823000.0,Found,1810.0,52.5,30.33333,"(52.500000, 30.333330)"
5162,Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,1978.0,41.15333,-96.955,"(41.153330, -96.955000)"
5163,Brandon,5132,Valid,L6/7,7580.0,Found,1975.0,40.81,-101.80167,"(40.810000, -101.801670)"
5164,Brenham,5136,Valid,"Pallasite, PMG-an",4300000.0,Found,1882.0,37.5825,-99.16361,"(37.582500, -99.163610)"
5165,Brewster,5137,Valid,L6,17000.0,Found,1940.0,39.25,-101.33333,"(39.250000, -101.333330)"
5166,Bridgewater,5139,Valid,"Iron, IID",13600.0,Found,1890.0,35.71667,-81.86667,"(35.716670, -81.866670)"
5167,Briggsdale,5141,Valid,"Iron, IIIAB",2230.0,Found,1949.0,40.66667,-104.31667,"(40.666670, -104.316670)"
5168,Briscoe,5142,Valid,L5,1773.0,Found,1940.0,34.35,-101.4,"(34.350000, -101.400000)"
5169,Bristol,5143,Valid,"Iron, IVA",20000.0,Found,1937.0,36.56667,-82.18333,"(36.566670, -82.183330)"
5170,Britstown,5144,Valid,"Iron, IAB-ung",544.0,Found,1910.0,-30.58333,23.55,"(-30.583330, 23.550000)"
5171,Broken Bow,5145,Valid,H4,6800.0,Found,1937.0,41.43333,-99.7,"(41.433330, -99.700000)"
5172,Broken Hill,5146,Valid,L6,34000.0,Found,1994.0,-31.83333,141.76667,"(-31.833330, 141.766670)"
5173,Bronco,5147,Valid,OC,972.0,Found,1971.0,33.28333,-102.96667,"(33.283330, -102.966670)"
5176,Brownell,5150,Valid,L6,2000.0,Found,1971.0,38.69667,-99.70833,"(38.696670, -99.708330)"
5177,Brownfield (1937),5151,Valid,H3.7,40960.0,Found,1937.0,33.21667,-102.18333,"(33.216670, -102.183330)"
5178,Brownfield (1964),5152,Valid,H5,4100.0,Found,1964.0,33.21667,-102.18333,"(33.216670, -102.183330)"
5179,Brownfield (c),5153,Valid,OC,1550.0,Found,1974.0,33.135,-102.27833,"(33.135000, -102.278330)"
5180,Brownfield (iron),5154,Valid,"Iron, IID",1626.0,Found,1960.0,33.21667,-102.18333,"(33.216670, -102.183330)"
5181,Bruceville,5155,Valid,L6,83000.0,Found,1998.0,38.295,-121.405,"(38.295000, -121.405000)"
5183,Bruno,5158,Valid,"Iron, IIAB",13000.0,Found,1931.0,52.26667,-105.35,"(52.266670, -105.350000)"
5184,Buck Mountain Wash,30446,Valid,H3-5,798.0,Found,2004.0,34.72453,-114.20883,"(34.724530, -114.208830)"
5187,Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005.0,34.7345,-114.21717,"(34.734500, -114.217170)"
5189,Buck Mountains 005,55334,Valid,L6,859.7,Found,2007.0,34.70337,-114.19097,"(34.703370, -114.190970)"
5190,Buckleboo,5160,Valid,H6,992.0,Found,1963.0,-32.95556,136.1375,"(-32.955560, 136.137500)"
5192,Buckley Island 10932,56775,Valid,L6,879.9,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
5220,Budulan,5161,Valid,Mesosiderite-B4,100000.0,Found,1962.0,50.56667,114.9,"(50.566670, 114.900000)"
5221,Buenaventura,5162,Valid,"Iron, IIIAB",113600.0,Found,1969.0,29.8,-107.55,"(29.800000, -107.550000)"
5222,Buffalo Gap,51831,Valid,"Iron, IAB-ung",9300.0,Found,2003.0,32.24611,-99.99306,"(32.246110, -99.993060)"
5223,Bunjil,5164,Valid,L6,38750.0,Found,1971.0,-29.62917,116.48222,"(-29.629170, 116.482220)"
5224,Bunker Hill,54611,Valid,L6,28000.0,Found,2002.0,38.84833,-98.72383,"(38.848330, -98.723830)"
5225,Bur-Abor,5166,Valid,"Iron, IIIAB",290000.0,Found,1997.0,3.98333,41.65,"(3.983330, 41.650000)"
5226,Burdett,5167,Valid,H5,8600.0,Found,1940.0,38.23333,-99.53333,"(38.233330, -99.533330)"
5227,Burgavli,5168,Valid,"Iron, IAB-MG",24900.0,Found,1941.0,66.4,137.46667,"(66.400000, 137.466670)"
5228,Burkett,5170,Valid,"Iron, IAB-MG",8400.0,Found,1913.0,32.03333,-99.25,"(32.033330, -99.250000)"
5229,Burkhala,5171,Valid,"Iron, IAB-ung",1825.0,Found,1983.0,63.8,149.0,"(63.800000, 149.000000)"
5230,Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819.0,42.75,-75.18333,"(42.750000, -75.183330)"
5231,Burnabbie,5173,Valid,H5,2515.0,Found,1965.0,-32.05,126.16667,"(-32.050000, 126.166670)"
5232,Burns,57342,Valid,"Iron, IIIAB",18400.0,Found,2003.0,39.86667,-106.88333,"(39.866670, -106.883330)"
5233,Burns Flat,5174,Valid,L6,1987.0,Found,1971.0,35.33333,-99.15,"(35.333330, -99.150000)"
5236,Bushman Land,5179,Valid,"Iron, IVA",3000.0,Found,1933.0,-30.0,20.0,"(-30.000000, 20.000000)"
5237,Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,"(41.233330, -103.900000)"
5238,Butler,5182,Valid,"Iron, ungrouped",41000.0,Found,1874.0,38.3,-94.36667,"(38.300000, -94.366670)"
5239,Cacaria,5188,Valid,"Iron, IIIAB",41400.0,Found,1867.0,24.5,-104.8,"(24.500000, -104.800000)"
5240,Cachari,5189,Valid,Eucrite-mmict,23500.0,Found,1916.0,-36.4,-59.5,"(-36.400000, -59.500000)"
5241,Cachiyuyal,5190,Valid,"Iron, IIIE",2500.0,Found,1874.0,-25.0,-69.5,"(-25.000000, -69.500000)"
5243,Caddo County,5192,Valid,"Iron, IAB-ung",18000.0,Found,1987.0,35.0,-98.33333,"(35.000000, -98.333330)"
5244,Cadell,5193,Valid,L6,3290.0,Found,1910.0,-34.06667,139.75,"(-34.066670, 139.750000)"
5247,Caldwell,5197,Valid,L-imp melt,12900.0,Found,1961.0,37.03333,-97.625,"(37.033330, -97.625000)"
5267,Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,1938.0,36.08333,-92.15,"(36.083330, -92.150000)"
5269,Calliham,5201,Valid,L6,40000.0,Found,1958.0,28.41667,-98.25,"(28.416670, -98.250000)"
5270,Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818.0,43.2,-78.8,"(43.200000, -78.800000)"
5271,Camel Donga,5204,Valid,Eucrite-mmict,25000.0,Found,1984.0,-30.31667,126.61667,"(-30.316670, 126.616670)"
5323,Camel Donga 053,55717,Valid,LL5-6,579.0,Found,2008.0,-30.31667,126.61667,"(-30.316670, 126.616670)"
5324,Camp Creek,53490,Valid,H4,3016.0,Found,2009.0,33.88098,-111.78558,"(33.880980, -111.785580)"
5325,Camp Wood,51830,Valid,"Iron, IIIAB",148000.0,Found,,29.7725,-99.875,"(29.772500, -99.875000)"
5326,Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,1929.0,37.36667,-85.36667,"(37.366670, -85.366670)"
5327,Campinorte,52093,Valid,"Iron, ungrouped",2000000.0,Found,1992.0,-14.258,-49.15917,"(-14.258000, -49.159170)"
5329,Campo del Cielo,5247,Valid,"Iron, IAB-MG",50000000.0,Found,1575.0,-27.46667,-60.58333,"(-27.466670, -60.583330)"
5330,Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894.0,34.2,-84.48333,"(34.200000, -84.483330)"
5331,Canyon,5255,Valid,H?,860.0,Found,1957.0,34.96667,-101.93333,"(34.966670, -101.933330)"
5332,Canyon City,5256,Valid,"Iron, IIIAB",8600.0,Found,1875.0,40.9,-123.1,"(40.900000, -123.100000)"
5333,Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000.0,Found,1891.0,35.05,-111.03333,"(35.050000, -111.033330)"
5334,Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,"(38.183330, -109.883330)"
5335,Cape of Good Hope,5261,Valid,"Iron, IVB",136000.0,Found,1793.0,-33.5,26.0,"(-33.500000, 26.000000)"
5336,Cape York,5262,Valid,"Iron, IIIAB",58200000.0,Found,1818.0,76.13333,-64.93333,"(76.133330, -64.933330)"
5337,Caperr,5263,Valid,"Iron, IIIAB",113900.0,Found,1869.0,-45.28333,-70.48333,"(-45.283330, -70.483330)"
5338,Capot Rey,30449,Valid,H5,38000.0,Found,2004.0,20.12593,10.2056,"(20.125930, 10.205600)"
5339,Carbo,5266,Valid,"Iron, IID",454000.0,Found,1923.0,29.66667,-111.5,"(29.666670, -111.500000)"
5342,Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000.0,32.91745,-114.767183,"(32.917450, -114.767183)"
5343,Carichic,5270,Valid,H5,17000.0,Found,1983.0,27.93333,-107.05,"(27.933330, -107.050000)"
5347,Carlisle Lakes 004,5274,Valid,H5,809.0,Found,1977.0,-29.16667,127.16667,"(-29.166670, 127.166670)"
5348,Carlisle Lakes 005,5275,Valid,H5,502.0,Found,1977.0,-29.18333,127.16667,"(-29.183330, 127.166670)"
5349,Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,"(31.916670, -98.033330)"
5350,Carnegie,5278,Valid,L6,132700.0,Found,1963.0,35.16667,-98.64389,"(35.166670, -98.643890)"
5351,Caroline,5279,Valid,H5,800.0,Found,1941.0,-37.98333,140.98333,"(-37.983330, 140.983330)"
5352,Carraweena,5281,Valid,L3.9,31600.0,Found,1914.0,-29.23333,139.93333,"(-29.233330, 139.933330)"
5353,Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840.0,36.26667,-85.98333,"(36.266670, -85.983330)"
5355,Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935.0,32.0,-86.0,"(32.000000, -86.000000)"
5356,Casas Grandes,5285,Valid,"Iron, IIIAB",1545000.0,Found,1867.0,30.4,-107.8,"(30.400000, -107.800000)"
5357,Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877.0,37.25,-85.0,"(37.250000, -85.000000)"
5358,Cashion,5287,Valid,H4,5896.8,Found,1936.0,35.84778,-97.70333,"(35.847780, -97.703330)"
5359,Casilda,5288,Valid,H5,5250.0,Found,1937.0,-33.1,-61.13333,"(-33.100000, -61.133330)"
5360,Casimiro de Abreu,5289,Valid,"Iron, IIIAB",25000.0,Found,1947.0,-22.46667,-42.21667,"(-22.466670, -42.216670)"
5363,Cat Mountain,5297,Valid,L5,2700.0,Found,1981.0,32.14833,-111.11167,"(32.148330, -111.111670)"
5365,Catalina 003,56101,Valid,"Iron, IVB",3180.0,Found,1999.0,-25.20467,-69.82858,"(-25.204670, -69.828580)"
5373,Catalina 011,57177,Valid,H~5,573.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5378,Catalina 016,57182,Valid,H4,647.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5380,Catalina 018,57184,Valid,L6,1018.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5381,Catalina 019,57185,Valid,H4,3191.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5382,Catalina 020,57186,Valid,L6,2084.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5386,Catalina 026,57294,Valid,H~5,845.0,Found,2009.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5387,Catalina 027,57295,Valid,L6,2408.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5388,Catalina 028,57296,Valid,H5,4993.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5391,Catalina 031,57299,Valid,L~6,1178.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5392,Catalina 032,57300,Valid,H4,1107.0,Found,2010.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5395,Catalina 035,57328,Valid,H~5,904.0,Found,2011.0,-25.23333,-69.71667,"(-25.233330, -69.716670)"
5397,Catherwood,5298,Valid,L6,3920.0,Found,1965.0,51.965,-107.43833,"(51.965000, -107.438330)"
5398,Cave Creek,5299,Valid,H4,1492.0,Found,1992.0,31.7045,-110.77917,"(31.704500, -110.779170)"
5399,Cavour,5300,Valid,H6,26210.0,Found,1938.0,44.221494,-98.059192,"(44.221494, -98.059192)"
5400,Cedar (Kansas),5302,Valid,H6,4900.0,Found,1937.0,39.7,-98.98333,"(39.700000, -98.983330)"
5401,Cedar (Texas),5303,Valid,H4,26000.0,Found,1900.0,29.82806,-96.90861,"(29.828060, -96.908610)"
5402,Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898.0,34.01667,-85.26667,"(34.016670, -85.266670)"
5403,Cee Vee,5305,Valid,H5,3600.0,Found,1959.0,34.2,-100.48333,"(34.200000, -100.483330)"
5404,Cerro del Inca,5309,Valid,"Iron, IIIF",20600.0,Found,1997.0,-22.21667,-68.90833,"(-22.216670, -68.908330)"
5405,Cerro La Tiza,44877,Valid,H4,3740.0,Found,2002.0,-14.53321,-75.77511,"(-14.533210, -75.775110)"
5407,Chamberlin,5317,Valid,H5,2400.0,Found,1941.0,36.2,-102.45,"(36.200000, -102.450000)"
5408,Chambord,5318,Valid,"Iron, IIIAB",6600.0,Found,1904.0,48.45,-72.06667,"(48.450000, -72.066670)"
5409,Chañaral,5319,Valid,"Iron, IIIAB",1207.0,Found,1884.0,-26.5,-70.25,"(-26.500000, -70.250000)"
5411,Changxing,5323,Valid,H5,27900.0,Found,1964.0,31.33333,121.66667,"(31.333330, 121.666670)"
5412,Channing,5324,Valid,H5,15300.0,Found,1936.0,35.71667,-102.28333,"(35.716670, -102.283330)"
5413,Charcas,5326,Valid,"Iron, IIIAB",1400000.0,Found,1804.0,23.08333,-101.01667,"(23.083330, -101.016670)"
5414,Chaunskij,5333,Valid,Mesosiderite-an,1990.0,Found,1985.0,69.1,172.6,"(69.100000, 172.600000)"
5415,Chebankol,5335,Valid,"Iron, IAB-sHL",127760.0,Found,1938.0,53.66667,88.0,"(53.666670, 88.000000)"
5416,Cheder,5336,Valid,"Iron, IID",5390.0,Found,2003.0,51.53333,94.6,"(51.533330, 94.600000)"
5417,Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849.0,34.7,-81.2,"(34.700000, -81.200000)"
5419,Chico,5346,Valid,L6,104800.0,Found,1954.0,36.5,-104.2,"(36.500000, -104.200000)"
5420,Chico Hills,5347,Valid,H4,8030.0,Found,1951.0,36.0,-104.5,"(36.000000, -104.500000)"
5422,Chihuahua City,5350,Valid,"Iron, IC",54000.0,Found,1929.0,28.66667,-106.11667,"(28.666670, -106.116670)"
5423,Chilkoot,5351,Valid,"Iron, IIIAB",43000.0,Found,1881.0,59.33333,-136.0,"(59.333330, -136.000000)"
5424,Chinautla,5352,Valid,"Iron, IVA-an",5720.0,Found,1902.0,14.5,-90.5,"(14.500000, -90.500000)"
5425,Chinga,5353,Valid,"Iron, ungrouped",209400.0,Found,1913.0,51.05833,94.4,"(51.058330, 94.400000)"
5426,Chinguetti,5354,Valid,Mesosiderite-B1,4050.0,Found,1920.0,20.25,-12.68333,"(20.250000, -12.683330)"
5427,Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004.0,33.01222,-114.86667,"(33.012220, -114.866670)"
5428,Choolkooning 001,5360,Valid,L6,2000.0,Found,1991.0,-29.91667,129.83333,"(-29.916670, 129.833330)"
5429,Chuckwalla,5361,Valid,"Iron, IAB-MG",1802.0,Found,1992.0,35.25,-118.09067,"(35.250000, -118.090670)"
5430,Chulafinnee,5362,Valid,"Iron, IIIAB",16220.0,Found,1873.0,33.5,-85.66667,"(33.500000, -85.666670)"
5431,Chupaderos,5363,Valid,"Iron, IIIAB",24300000.0,Found,1852.0,27.0,-105.1,"(27.000000, -105.100000)"
5433,Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870.0,39.11667,-84.5,"(39.116670, -84.500000)"
5434,Circle Back,5367,Valid,L6,2268.0,Found,1977.0,34.02806,-102.68,"(34.028060, -102.680000)"
5435,Clarendon (a),5369,Valid,H5,1964.0,Found,1979.0,34.905,-100.91333,"(34.905000, -100.913330)"
5437,Clareton,5371,Valid,L6,1050.0,Found,1931.0,43.7,-104.7,"(43.700000, -104.700000)"
5439,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937.0,38.0,-84.16667,"(38.000000, -84.166670)"
5440,Claytonville,5375,Valid,L5,15600.0,Found,1964.0,34.34667,-101.49,"(34.346670, -101.490000)"
5441,Claytonville (b),5376,Valid,OC,5136.0,Found,1978.0,34.34833,-101.65833,"(34.348330, -101.658330)"
5442,Cleburne,5377,Valid,"Iron, IVA",6800.0,Found,1907.0,32.31667,-97.41667,"(32.316670, -97.416670)"
5443,Cleo Springs,5378,Valid,H4,24000.0,Found,1960.0,36.43333,-98.43333,"(36.433330, -98.433330)"
5444,Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860.0,34.88333,-84.78333,"(34.883330, -84.783330)"
5445,Clifford,5380,Valid,L6,11360.0,Found,1962.0,39.1,-103.25833,"(39.100000, -103.258330)"
5446,Clinton,5381,Valid,Iron,7700.0,Found,1950.0,36.08333,-84.2,"(36.083330, -84.200000)"
5448,Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954.0,34.45,-111.36667,"(34.450000, -111.366670)"
5449,Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961.0,34.3,-103.13472,"(34.300000, -103.134720)"
5450,Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963.0,34.3,-103.13333,"(34.300000, -103.133330)"
