,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
37453,Shalim 002,23515,Valid,L6,1248.0,Found,2000.0,18.70728,55.72135,"(18.707280, 55.721350)"
37454,Shalim 003,23516,Valid,H5,10350.0,Found,2001.0,18.18233,55.50183,"(18.182330, 55.501830)"
37455,Shalim 004,23517,Valid,H5,10350.0,Found,2001.0,18.18233,55.50183,"(18.182330, 55.501830)"
37460,Shalim 009,51962,Valid,L6,9472.2,Found,2009.0,18.87253,55.47592,"(18.872530, 55.475920)"
37472,Shallowater,23522,Valid,Aubrite,4650.0,Found,1936.0,33.7,-101.93333,"(33.700000, -101.933330)"
37473,Shangdu,23523,Valid,"Iron, IIIAB",247000.0,Found,1957.0,42.5,114.0,"(42.500000, 114.000000)"
37474,Sharon Springs,23524,Valid,L6,23400.0,Found,1983.0,38.77083,-101.79833,"(38.770830, -101.798330)"
37475,Shaw,23526,Valid,L6/7,17500.0,Found,1937.0,39.53333,-103.33333,"(39.533330, -103.333330)"
37476,Shawnee,53761,Valid,"Iron, IAB-MG",8181.0,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
37480,Shields,23533,Valid,H5,9780.0,Found,1962.0,38.7,-100.35,"(38.700000, -100.350000)"
37481,Shingle Springs,23535,Valid,"Iron, ungrouped",39000.0,Found,1869.0,38.66667,-120.93333,"(38.666670, -120.933330)"
37482,Shirahagi,23536,Valid,"Iron, IVA",22700.0,Found,1890.0,36.7,137.36667,"(36.700000, 137.366670)"
37483,Shiraiwa,23537,Valid,H4,950.0,Found,1915.0,39.5,140.2,"(39.500000, 140.200000)"
37484,Shişr 001,23539,Valid,L6,936.8,Found,2001.0,18.508,53.98733,"(18.508000, 53.987330)"
37490,Shişr 007,23545,Valid,Ureilite,9024.0,Found,2001.0,18.2925,53.5675,"(18.292500, 53.567500)"
37493,Shişr 010,23548,Valid,L5,17604.0,Found,2001.0,18.55,53.97,"(18.550000, 53.970000)"
37495,Shişr 012,31327,Valid,H4,802.0,Found,2002.0,18.56167,53.97167,"(18.561670, 53.971670)"
37497,Shişr 014,31329,Valid,L5,2579.0,Found,2004.0,18.32883,53.886,"(18.328830, 53.886000)"
37498,Shişr 015,23550,Valid,L5,3409.3,Found,2001.0,18.54908,53.9229,"(18.549080, 53.922900)"
37502,Shişr 019,23554,Valid,H4,1332.73,Found,2001.0,18.5475,53.8935,"(18.547500, 53.893500)"
37503,Shişr 020,23555,Valid,H4-6,2200.72,Found,2001.0,18.55927,53.89155,"(18.559270, 53.891550)"
37506,Shişr 023,23558,Valid,L5,841.0,Found,1998.0,18.55287,53.98743,"(18.552870, 53.987430)"
37507,Shişr 024,23559,Valid,L5,900.84,Found,1998.0,18.55473,53.99687,"(18.554730, 53.996870)"
37508,Shişr 025,23560,Valid,L6,7293.48,Found,1998.0,18.1074,53.8319,"(18.107400, 53.831900)"
37511,Shişr 028,23563,Valid,LL6,818.11,Found,1998.0,18.14277,53.80753,"(18.142770, 53.807530)"
37514,Shişr 031,23566,Valid,L6,503.76,Found,2003.0,18.21335,53.84675,"(18.213350, 53.846750)"
37516,Shişr 033,23568,Valid,CR,1097.72,Found,2002.0,18.34725,53.7477,"(18.347250, 53.747700)"
37519,Shişr 036,23571,Valid,H3,10175.0,Found,2002.0,18.50755,53.99325,"(18.507550, 53.993250)"
37520,Shişr 037,23572,Valid,L5,1508.6,Found,2002.0,18.54202,53.93747,"(18.542020, 53.937470)"
37522,Shişr 039,23574,Valid,L4-5,2123.2,Found,2002.0,18.54723,53.95703,"(18.547230, 53.957030)"
37524,Shişr 041,23576,Valid,L5,1400.2,Found,2002.0,18.55282,53.9355,"(18.552820, 53.935500)"
37526,Shişr 043,23578,Valid,"Iron, IIIAB",8267.0,Found,2003.0,18.59243,53.81247,"(18.592430, 53.812470)"
37528,Shişr 045,34554,Valid,H6,2298.0,Found,2005.0,18.15169,53.94822,"(18.151690, 53.948220)"
37532,Shişr 100,35716,Valid,H4-5,579.1,Found,2002.0,18.20355,53.81112,"(18.203550, 53.811120)"
37533,Shişr 101,35717,Valid,L6,1400.0,Found,2002.0,18.62618,53.91583,"(18.626180, 53.915830)"
37534,Shişr 102,35718,Valid,L6,3600.0,Found,2002.0,18.6262,53.9156,"(18.626200, 53.915600)"
37535,Shişr 103,35719,Valid,H4,842.5,Found,2002.0,18.52173,53.80392,"(18.521730, 53.803920)"
37536,Shişr 104,35720,Valid,L5,550.0,Found,2002.0,18.55185,53.90912,"(18.551850, 53.909120)"
37542,Shişr 110,35726,Valid,H~4,853.0,Found,2001.0,18.18898,53.80485,"(18.188980, 53.804850)"
37543,Shişr 111,35727,Valid,H~5,762.7,Found,2001.0,18.65213,53.92715,"(18.652130, 53.927150)"
37594,Shişr 162,53579,Valid,Lunar (feldsp. breccia),5525.0,Found,2006.0,18.56667,53.83333,"(18.566670, 53.833330)"
37595,Shişr 163,48650,Valid,H4,1872.3,Found,2002.0,18.55712,53.91382,"(18.557120, 53.913820)"
37597,Shişr 165,50972,Valid,H4,520.6,Found,2008.0,18.6066,53.96015,"(18.606600, 53.960150)"
37600,Shişr 168,52604,Valid,H5,12688.0,Found,2004.0,18.60667,53.95117,"(18.606670, 53.951170)"
37601,Shişr 169,52605,Valid,H5,1304.0,Found,2004.0,18.60417,53.96833,"(18.604170, 53.968330)"
37605,Shişr 175,55726,Valid,L~5,852.0,Found,2000.0,18.54717,53.9381,"(18.547170, 53.938100)"
37606,Shişr 176,56406,Valid,L6,1170.0,Found,2010.0,18.22012,53.82097,"(18.220120, 53.820970)"
37608,Shrewsbury,23581,Valid,"Iron, IAB-sLL",12000.0,Found,1907.0,39.76667,-76.66667,"(39.766670, -76.666670)"
37609,Sidney,23585,Valid,L,6000.0,Found,1941.0,41.05,-102.9,"(41.050000, -102.900000)"
37611,Sierra Colorada,23588,Valid,L5,71300.0,Found,1995.0,-40.8,-67.48333,"(-40.800000, -67.483330)"
37612,Sierra County,23589,Valid,H5,1000.0,Found,1962.0,33.0,-107.5,"(33.000000, -107.500000)"
37613,Sierra Gorda,23590,Valid,"Iron, IIAB",26000.0,Found,1898.0,-22.9,-69.35,"(-22.900000, -69.350000)"
37614,Sierra Sandon,23591,Valid,"Iron, IIIAB",6330.0,Found,1923.0,-25.16667,-69.28333,"(-25.166670, -69.283330)"
37615,Signal Mountain,23592,Valid,"Iron, IVA",63500.0,Found,1919.0,32.5,-115.5,"(32.500000, -115.500000)"
37616,Silet,45009,Valid,L5,971.0,Found,2004.0,22.78333,4.15,"(22.783330, 4.150000)"
37618,Silver Bell,23596,Valid,"Iron, IIAB",5100.0,Found,1939.0,32.48333,-111.56667,"(32.483330, -111.566670)"
37619,Silver Crown,23597,Valid,"Iron, IAB-MG",11600.0,Found,1887.0,41.23333,-104.98333,"(41.233330, -104.983330)"
37623,Silverton (Texas),23601,Valid,H4,2576.0,Found,1938.0,34.53333,-101.18333,"(34.533330, -101.183330)"
37624,Simbirsk (of P. Partsch),23602,Valid,OC,1500.0,Found,1838.0,54.3,48.4,"(54.300000, 48.400000)"
37625,Simondium,23604,Valid,Mesosiderite-A4,1600.0,Found,1907.0,-33.85,18.95,"(-33.850000, 18.950000)"
37626,Sinawan 001,23607,Valid,L6,28600.0,Found,1991.0,31.0,11.66667,"(31.000000, 11.666670)"
37627,Sinawan 002,23608,Valid,H5,820.0,Found,1991.0,30.91667,11.78333,"(30.916670, 11.783330)"
37630,Singhur,23612,Valid,Pallasite?,14180.0,Found,1847.0,18.31667,73.91667,"(18.316670, 73.916670)"
37631,Siratik,23615,Valid,"Iron, IIAB",1700.0,Found,1716.0,14.0,-11.0,"(14.000000, -11.000000)"
37633,Skiff,23622,Valid,H4,3540.0,Found,1966.0,49.25,-111.86667,"(49.250000, -111.866670)"
37634,Skookum,23623,Valid,"Iron, IVB",16000.0,Found,1905.0,63.91667,-139.33333,"(63.916670, -139.333330)"
37635,Slaghek's Iron,23624,Valid,"Iron, IIIAB",1900.0,Found,1916.0,,,
37636,Slaton,23625,Valid,L4,1070.0,Found,1941.0,33.43333,-101.75,"(33.433330, -101.750000)"
37637,Sleeper Camp 001,23627,Valid,L6,1250.0,Found,1962.0,-30.25,126.33333,"(-30.250000, 126.333330)"
37665,Slobodka (of P. Partsch),23646,Valid,L6,950.0,Found,1838.0,55.0,35.0,"(55.000000, 35.000000)"
37666,Slovak,23647,Valid,H5,8220.0,Found,1962.0,34.65,-91.58333,"(34.650000, -91.583330)"
37667,Smara,23648,Valid,Eucrite-pmict,12870.0,Found,2000.0,26.68333,-11.73333,"(26.683330, -11.733330)"
37668,Smith Center,23649,Valid,L6,1585.0,Found,1937.0,39.83333,-99.01667,"(39.833330, -99.016670)"
37669,Smithland,23650,Valid,"Iron, IVA",5000.0,Found,1839.0,37.13333,-88.4,"(37.133330, -88.400000)"
37670,Smithonia,23651,Valid,"Iron, IIAB",69900.0,Found,1940.0,34.0,-83.16667,"(34.000000, -83.166670)"
37671,Smith's Mountain,23652,Valid,"Iron, IIIAB",5000.0,Found,1863.0,36.41667,-80.0,"(36.416670, -80.000000)"
37672,Smithsonian Iron,23653,Valid,"Iron, IIAB",3510.0,Found,1881.0,,,
37673,Smithville,23654,Valid,"Iron, IAB-MG",70500.0,Found,1840.0,35.98333,-85.85,"(35.983330, -85.850000)"
37675,Smyer,23655,Valid,H6,3273.0,Found,1968.0,33.58333,-102.16667,"(33.583330, -102.166670)"
37677,Snyder,23657,Valid,H3,16900.0,Found,1983.0,32.71667,-100.91667,"(32.716670, -100.916670)"
37678,Snyder Hill,23658,Valid,L5,1160.0,Found,1994.0,32.15833,-111.11333,"(32.158330, -111.113330)"
37679,Social Circle,23659,Valid,"Iron, IVA",99300.0,Found,1927.0,33.7,-83.7,"(33.700000, -83.700000)"
37680,Soledade,23662,Valid,"Iron, IAB-MG",68000.0,Found,1986.0,-29.05,-51.43333,"(-29.050000, -51.433330)"
37681,Sombrerete,23664,Valid,"Iron, IAB-sHL",10000.0,Found,1958.0,23.63333,-103.66667,"(23.633330, -103.666670)"
37682,Somervell County,23665,Valid,"Pallasite, PMG",11800.0,Found,1919.0,32.18333,-97.8,"(32.183330, -97.800000)"
37684,Soper,23669,Valid,"Iron, ungrouped",3700.0,Found,1938.0,34.03333,-95.58333,"(34.033330, -95.583330)"
37685,Souslovo,23673,Valid,L4,19300.0,Found,1997.0,55.4295,55.78727,"(55.429500, 55.787270)"
37686,South African Railways,23674,Valid,"Iron, IVA",47000.0,Found,1938.0,,,
37687,South Bend,23675,Valid,"Pallasite, PMG",2500.0,Found,1893.0,41.65,-86.21667,"(41.650000, -86.216670)"
37688,South Byron,23676,Valid,"Iron, ungrouped",6000.0,Found,1915.0,43.03333,-78.03333,"(43.033330, -78.033330)"
37689,South Dahna,23677,Valid,"Iron, IAB complex",275000.0,Found,1957.0,22.56667,48.3,"(22.566670, 48.300000)"
37691,South Plains,23680,Valid,L5,4763.0,Found,1971.0,34.26667,-101.25,"(34.266670, -101.250000)"
37692,Southampton,23682,Valid,Pallasite,3580.0,Found,2001.0,44.50642,-81.37217,"(44.506420, -81.372170)"
37695,Spade,23686,Valid,H6,8860.0,Found,2000.0,34.00111,-102.12833,"(34.001110, -102.128330)"
37696,Spearman,23687,Valid,"Iron, IIIAB",10400.0,Found,1934.0,36.25,-101.21667,"(36.250000, -101.216670)"
37697,Springer,23688,Valid,H5,8143.0,Found,1965.0,36.34611,-97.185,"(36.346110, -97.185000)"
37698,Springfield,23689,Valid,L6,3200.0,Found,1937.0,37.38333,-102.63333,"(37.383330, -102.633330)"
37700,Springlake,23691,Valid,L6,17300.0,Found,1980.0,34.34444,-102.22361,"(34.344440, -102.223610)"
37701,Springwater,23692,Valid,"Pallasite, PMG-an",67600.0,Found,1931.0,52.0,-108.3,"(52.000000, -108.300000)"
37702,Spruce 001,56165,Valid,L5,983.0,Found,2011.0,40.801,-114.701,"(40.801000, -114.701000)"
37704,Squaw Creek,23693,Valid,"Iron, IIAB",14500.0,Found,,32.0,-98.0,"(32.000000, -98.000000)"
37705,Ssyromolotovo,23694,Valid,"Iron, IIIAB",217000.0,Found,1873.0,58.61667,98.93333,"(58.616670, 98.933330)"
37707,St. Francis Bay,23084,Valid,L6,531.6,Found,1976.0,-25.06667,14.88333,"(-25.066670, 14.883330)"
37708,St. Francois County,23085,Valid,"Iron, IC",3600.0,Found,1863.0,37.75,-90.5,"(37.750000, -90.500000)"
37709,St. Genevieve County,23086,Valid,"Iron, IIIF",244500.0,Found,1888.0,37.96667,-90.31667,"(37.966670, -90.316670)"
37710,St. Lawrence,23088,Valid,LL6,2600.0,Found,1965.0,31.73333,-101.505,"(31.733330, -101.505000)"
37711,St. Peter,23094,Valid,L5,6800.0,Found,1957.0,39.4,-100.03333,"(39.400000, -100.033330)"
37713,Starvation Flat,44800,Valid,L5,1250.0,Found,2002.0,36.7845,-114.94967,"(36.784500, -114.949670)"
37714,Starvation Lake,23714,Valid,LL3.9,12000.0,Found,1975.0,-30.46667,141.08333,"(-30.466670, 141.083330)"
37715,Statesboro,23715,Valid,L5,2158.26,Found,2000.0,32.4375,-81.91667,"(32.437500, -81.916670)"
37716,Staunton,23716,Valid,"Iron, IIIE",43500.0,Found,1869.0,38.21667,-79.05,"(38.216670, -79.050000)"
37718,Steinbach,23722,Valid,"Iron, IVA-an",98000.0,Found,1724.0,50.5,12.5,"(50.500000, 12.500000)"
37719,Sterley,56575,Valid,"Pallasite, PMG",1724.8,Found,1950.0,34.21,-101.39,"(34.210000, -101.390000)"
37720,Sterling,23723,Valid,Pallasite,679.5,Found,1900.0,40.6,-103.18333,"(40.600000, -103.183330)"
37734,Stockyard Creek,55551,Valid,H5,2700.0,Found,2008.0,-23.25556,116.90083,"(-23.255560, 116.900830)"
37735,Stoneham,31330,Valid,H5,5000.0,Found,1960.0,40.63783,-103.69717,"(40.637830, -103.697170)"
37736,Stonington,23727,Valid,H5,2700.0,Found,1942.0,37.28333,-102.2,"(37.283330, -102.200000)"
37738,Streaky Bay,23731,Valid,L4,909.0,Found,1989.0,-32.86667,134.28333,"(-32.866670, 134.283330)"
37740,Stump Spring 083,52752,Valid,LL6,13700.0,Found,2010.0,35.98728,-115.85828,"(35.987280, -115.858280)"
37741,Sublette,23735,Valid,L6,1300.0,Found,1952.0,37.5,-100.83333,"(37.500000, -100.833330)"
37742,Sueilila,45010,Valid,LL6,13266.0,Found,2005.0,24.63633,-14.71633,"(24.636330, -14.716330)"
37743,Sukhoj Liman,23739,Valid,H4/5,48000.0,Found,1987.0,46.4,30.8,"(46.400000, 30.800000)"
37744,Sulphur Springs Draw,23740,Valid,H5,1892.0,Found,1990.0,32.98333,-102.37833,"(32.983330, -102.378330)"
37745,Summerfield,23743,Valid,L5,6200.0,Found,1979.0,34.76667,-102.41667,"(34.766670, -102.416670)"
37746,Summit,23744,Valid,"Iron, IIAB",1000.0,Found,1890.0,34.2,-86.48333,"(34.200000, -86.483330)"
37747,Sunray,23746,Valid,H4,4300.0,Found,1985.0,36.0,-101.83333,"(36.000000, -101.833330)"
37767,Surprise Springs,23761,Valid,"Iron, IAB-sLL",1500.0,Found,1899.0,34.16667,-115.91667,"(34.166670, -115.916670)"
37768,Susuman,23762,Valid,"Iron, IIIAB",18900.0,Found,1957.0,62.72139,148.13028,"(62.721390, 148.130280)"
37769,Sutton,23763,Valid,H5,7600.0,Found,1964.0,40.6,-97.86667,"(40.600000, -97.866670)"
37774,Suwanee Spring,23768,Valid,L5,1200.0,Found,1979.0,34.95,-107.16667,"(34.950000, -107.166670)"
37775,Sverdlovsk,23769,Valid,H4/5,4500.0,Found,1985.0,57.0,62.7,"(57.000000, 62.700000)"
37776,Sweetwater,23770,Valid,H5,1760.0,Found,1961.0,32.55,-100.41667,"(32.550000, -100.416670)"
37778,Sychevka,23772,Valid,"Iron, IIIAB",65000.0,Found,1988.0,51.125,127.495,"(51.125000, 127.495000)"
37780,Tabbita,23775,Valid,L6,3100.0,Found,1983.0,-34.05,145.83333,"(-34.050000, 145.833330)"
37782,Tafassasset,23779,Valid,CR-an,114000.0,Found,2000.0,20.76333,10.44167,"(20.763330, 10.441670)"
37785,Tagounite,23783,Valid,"Iron, IIIAB",3300.0,Found,1989.0,29.96667,-5.6,"(29.966670, -5.600000)"
37786,Taiban,23785,Valid,L5,25000.0,Found,1934.0,34.45,-104.01667,"(34.450000, -104.016670)"
37787,Taiban (b),23786,Valid,LL6,641.0,Found,1984.0,34.45,-104.01667,"(34.450000, -104.016670)"
37788,Taicang,23787,Valid,Stone-uncl,20000.0,Found,1928.0,31.5,121.08333,"(31.500000, 121.083330)"
37791,Talbachat n'aït Isfoul,23792,Valid,LL3,8000.0,Found,1999.0,29.98333,-5.23333,"(29.983330, -5.233330)"
37792,Talpa,23793,Valid,H6,13000.0,Found,1963.0,31.86667,-99.58333,"(31.866670, -99.583330)"
37794,Tamarugal,23794,Valid,"Iron, IIIAB",320000.0,Found,1903.0,-20.8,-69.66667,"(-20.800000, -69.666670)"
37796,Tambo Quemado,23797,Valid,"Iron, IIIAB",141000.0,Found,1950.0,-14.66667,-74.5,"(-14.666670, -74.500000)"
37797,Tamentit,23798,Valid,"Iron, IIIAB",510000.0,Found,1864.0,27.71667,-0.25,"(27.716670, -0.250000)"
37798,Tamir-Tsetserleg,23799,Valid,Stone-uncl,173000.0,Found,1956.0,47.45,101.47917,"(47.450000, 101.479170)"
37800,Tanezrouft 002,23803,Valid,H5,2347.0,Found,1989.0,24.4,1.03333,"(24.400000, 1.033330)"
37802,Tanezrouft 004,23805,Valid,H4/5,1183.0,Found,1989.0,25.46667,0.66667,"(25.466670, 0.666670)"
37805,Tanezrouft 007,23808,Valid,H5,780.0,Found,1989.0,25.3,0.61667,"(25.300000, 0.616670)"
37806,Tanezrouft 008,23809,Valid,H6,682.0,Found,1989.0,25.3,0.63333,"(25.300000, 0.633330)"
37808,Tanezrouft 010,23811,Valid,L/LL3,2500.0,Found,1991.0,26.07306,0.36833,"(26.073060, 0.368330)"
37809,Tanezrouft 011,23812,Valid,L/LL5-6,3287.0,Found,1991.0,25.53389,0.36306,"(25.533890, 0.363060)"
37810,Tanezrouft 012,23813,Valid,H6,736.0,Found,1991.0,25.43694,0.49389,"(25.436940, 0.493890)"
37811,Tanezrouft 013,23814,Valid,L6,1480.0,Found,1991.0,25.47556,0.70833,"(25.475560, 0.708330)"
37816,Tanezrouft 018,23819,Valid,L6,576.0,Found,1991.0,24.73444,0.20139,"(24.734440, 0.201390)"
37823,Tanezrouft 025,23826,Valid,L6,621.0,Found,1991.0,25.44028,0.07528,"(25.440280, 0.075280)"
37826,Tanezrouft 028,23829,Valid,H3,15000.0,Found,1991.0,25.25306,0.14028,"(25.253060, 0.140280)"
37829,Tanezrouft 032,23833,Valid,H5,3150.0,Found,1991.0,25.37056,-0.0225,"(25.370560, -0.022500)"
37831,Tanezrouft 034,23835,Valid,H5,4720.0,Found,1991.0,25.43472,-0.09028,"(25.434720, -0.090280)"
37839,Tanezrouft 042,23843,Valid,L3.7,800.0,Found,1992.0,25.46833,0.05722,"(25.468330, 0.057220)"
37845,Tanezrouft 048,23849,Valid,H5,1342.0,Found,1992.0,25.3975,0.6075,"(25.397500, 0.607500)"
37849,Tanezrouft 052,23853,Valid,H4,737.0,Found,1992.0,25.26306,-0.18889,"(25.263060, -0.188890)"
37851,Tanezrouft 054,23855,Valid,H5,576.4,Found,2002.0,25.43333,0.4,"(25.433330, 0.400000)"
37854,Tanezrouft 057,23858,Valid,CK4-an,5400.0,Found,2002.0,25.26667,0.15,"(25.266670, 0.150000)"
37855,Tanezrouft 058,23859,Valid,L6,2350.0,Found,2002.0,25.33333,0.55,"(25.333330, 0.550000)"
37857,Tanezrouft 060,23861,Valid,LL4,3650.0,Found,2002.0,25.28333,0.2,"(25.283330, 0.200000)"
37859,Tanezrouft 062,23863,Valid,L5,974.0,Found,2002.0,25.42556,0.0975,"(25.425560, 0.097500)"
37860,Tanezrouft 063,23864,Valid,H4,1135.0,Found,2002.0,25.19583,0.23667,"(25.195830, 0.236670)"
37861,Tanezrouft 065,23865,Valid,L4,30000.0,Found,2002.0,25.4075,0.13639,"(25.407500, 0.136390)"
37862,Tanezrouft 066,23866,Valid,H6,1600.0,Found,2002.0,25.19278,0.78611,"(25.192780, 0.786110)"
37868,Tanezrouft 072,31333,Valid,H6,62285.0,Found,2002.0,24.43817,0.103,"(24.438170, 0.103000)"
37871,Tanezrouft 075,31336,Valid,L6,616.0,Found,2002.0,24.06833,-1.3525,"(24.068330, -1.352500)"
37872,Tanezrouft 076,31337,Valid,L6,3548.0,Found,2003.0,24.6205,-0.5617,"(24.620500, -0.561700)"
37874,Tanezrouft 078,31339,Valid,L6,1599.0,Found,2003.0,24.73573,-0.52413,"(24.735730, -0.524130)"
37875,Tanezrouft 079,31340,Valid,H6,1031.0,Found,2003.0,24.58025,-0.51863,"(24.580250, -0.518630)"
37876,Tanezrouft 080,31341,Valid,L(LL)5,1056.0,Found,2003.0,24.6544,-0.56928,"(24.654400, -0.569280)"
37878,Tanezrouft 082,31343,Valid,CM2,1012.0,Found,2003.0,24.81727,-0.43427,"(24.817270, -0.434270)"
37884,Tanezrouft 088,35728,Valid,H5,660.0,Found,2002.0,25.36667,1.08333,"(25.366670, 1.083330)"
37885,Tanezrouft 089,35729,Valid,L6,581.0,Found,2002.0,25.23333,0.15,"(25.233330, 0.150000)"
37886,Tanokami Mountain,23872,Valid,"Iron, IIIE",174000.0,Found,1885.0,34.91667,135.96667,"(34.916670, 135.966670)"
37887,Taoudenni,51580,Valid,Diogenite,24370.0,Found,2007.0,22.79167,-3.96667,"(22.791670, -3.966670)"
37888,Taouz 001,23874,Valid,L6,2430.0,Found,1991.0,30.9,-4.23833,"(30.900000, -4.238330)"
37889,Taouz 002,23875,Valid,LL6,8350.0,Found,1999.0,30.9,-3.96667,"(30.900000, -3.966670)"
37890,Tarahumara,23876,Valid,"Iron, IIE",2500.0,Found,1994.0,28.5,-106.25,"(28.500000, -106.250000)"
37892,Tarfa,23879,Valid,L6,1040.0,Found,1954.0,19.5,55.5,"(19.500000, 55.500000)"
37894,Tassédet 001,23881,Valid,H5,560.0,Found,2001.0,18.06833,6.66833,"(18.068330, 6.668330)"
37897,Tatum,23886,Valid,H4,1787.0,Found,1938.0,33.23333,-103.44167,"(33.233330, -103.441670)"
37898,Tawallah Valley,23889,Valid,"Iron, IVB",75750.0,Found,1939.0,-15.7,135.66667,"(-15.700000, 135.666670)"
37900,Taylor Glacier 05181,45397,Valid,"Iron, IIE",544.1,Found,2005.0,,,
37901,Taylor Glacier 82700,23890,Valid,L4,892.1,Found,1982.0,-77.73333,162.16667,"(-77.733330, 162.166670)"
37902,Tazewell,23891,Valid,"Iron, IAB-sLH",27000.0,Found,1853.0,36.43333,-83.75,"(36.433330, -83.750000)"
37903,Techado,23892,Valid,"Iron, IIE",810.0,Found,1983.0,34.53333,-108.35,"(34.533330, -108.350000)"
37904,Tell,23893,Valid,H6,16600.0,Found,1930.0,34.38333,-100.4,"(34.383330, -100.400000)"
37905,Temple,23894,Valid,L6,5000.0,Found,1959.0,31.11667,-97.3,"(31.116670, -97.300000)"
37907,Tendo,23896,Valid,"Iron, IIIAB",10100.0,Found,1910.0,38.35,140.37333,"(38.350000, 140.373330)"
37910,Teocaltiche,23901,Valid,Iron,10000.0,Found,1903.0,21.43333,-102.56667,"(21.433330, -102.566670)"
37911,Teplá,23902,Valid,"Iron, IIIAB",17000.0,Found,1909.0,49.98333,12.86667,"(49.983330, 12.866670)"
37912,Ternera,23903,Valid,"Iron, IVB",1980.0,Found,1891.0,-27.33333,-69.8,"(-27.333330, -69.800000)"
37914,Texline,23906,Valid,H5,26200.0,Found,1937.0,36.4,-103.01667,"(36.400000, -103.016670)"
37916,Thiel Mountains,23911,Valid,"Pallasite, PMG",31700.0,Found,1962.0,-85.45,-90.0,"(-85.450000, -90.000000)"
37922,Thiel Mountains 07001,51010,Valid,H6,1865.0,Found,2007.0,-85.2335,-90.43733,"(-85.233500, -90.437330)"
37936,Thiel Mountains 08005,51022,Valid,H5,511.0,Found,2008.0,-85.387,-87.11583,"(-85.387000, -87.115830)"
37944,Thiel Mountains 82405,23917,Valid,H6,1115.7,Found,1982.0,-85.25,-91.0,"(-85.250000, -91.000000)"
37956,Thiel Mountains 91701,23929,Valid,L4,1086.0,Found,1991.0,-85.16247,-94.56929,"(-85.162470, -94.569290)"
37964,Thiel Mountains 91709,23937,Valid,L4,660.1,Found,1991.0,-85.16204,-94.55162,"(-85.162040, -94.551620)"
37965,Thiel Mountains 91710,23938,Valid,L5,514.7,Found,1991.0,-85.16103,-94.55959,"(-85.161030, -94.559590)"
37996,Thiel Mountains 99017,23969,Valid,L4,1527.6,Found,2000.0,-85.16345,-94.85695,"(-85.163450, -94.856950)"
38002,Thule,23977,Valid,"Iron, IIIAB",48600.0,Found,1955.0,76.53333,-67.55,"(76.533330, -67.550000)"
38004,Thumrayt 001,45958,Valid,"Pallasite, PMG",2480.0,Found,2006.0,17.58333,54.35,"(17.583330, 54.350000)"
38005,Thumrayt 002,51862,Valid,L3.5,3072.0,Found,2007.0,17.9695,54.06633,"(17.969500, 54.066330)"
38006,Thunda,23978,Valid,"Iron, IIIAB",62100.0,Found,1881.0,-25.7,143.05,"(-25.700000, 143.050000)"
38007,Thurlow,23979,Valid,"Iron, IIIAB",5500.0,Found,1888.0,44.75,-77.58333,"(44.750000, -77.583330)"
38008,Thurman,23980,Valid,OC,1959.0,Found,1965.0,39.52167,-103.16667,"(39.521670, -103.166670)"
38011,Tianlin,23983,Valid,"Iron, IAB complex",300000.0,Found,1956.0,24.3,106.1,"(24.300000, 106.100000)"
38012,Tiberrhamine,23985,Valid,L6,107000.0,Found,1967.0,28.11667,0.53333,"(28.116670, 0.533330)"
38014,Tieraco Creek,23987,Valid,"Iron, IIIAB",41700.0,Found,1922.0,-26.33333,118.33333,"(-26.333330, 118.333330)"
38015,Tieret 001,52043,Valid,H6,602.0,Found,2009.0,30.74819,10.21017,"(30.748190, 10.210170)"
38024,Tieret 010,56405,Valid,H3,5150.0,Found,2010.0,30.98022,10.00652,"(30.980220, 10.006520)"
38028,Tierra Blanca,23988,Valid,Winonaite,860.0,Found,1965.0,34.93333,-102.01667,"(34.933330, -102.016670)"
38030,Tiffa 001,23991,Valid,H5,26900.0,Found,1997.0,19.949,11.933,"(19.949000, 11.933000)"
38031,Tiffa 002,23992,Valid,H4/5,4705.0,Found,1997.0,19.696,11.52683,"(19.696000, 11.526830)"
38033,Tiffa 004,23994,Valid,H5,1362.0,Found,1997.0,19.955,11.87517,"(19.955000, 11.875170)"
38035,Tiffa 006,23996,Valid,H5,560.1,Found,1997.0,19.91117,11.87517,"(19.911170, 11.875170)"
38036,Tiffa 007,23997,Valid,H5,9250.0,Found,2001.0,20.20117,11.587,"(20.201170, 11.587000)"
38037,Tiffa 008,31349,Valid,CO3,1149.0,Found,2001.0,20.35833,11.85,"(20.358330, 11.850000)"
38039,Timber Lake,57160,Valid,H3,8660.0,Found,2011.0,45.425,-101.097,"(45.425000, -101.097000)"
38041,Timmersoi,24002,Valid,L5,516.0,Found,1966.0,18.91667,6.25,"(18.916670, 6.250000)"
38043,Tin as Sawwan,56556,Valid,L4-5,1684.0,Found,2011.0,32.7605,9.1002,"(32.760500, 9.100200)"
38044,Tindouf,24005,Valid,H6,1550.0,Found,1997.0,27.75,-8.13333,"(27.750000, -8.133330)"
